MeanTemperatureC,MeanDewPointC,MeanHumidity,MeanSeaLevelPressurehPa,MeanVisibilityKm,MeanWindSpeedKmh,MaxGustSpeedKmh,Precipitationmm,CloudCover,Events
24,6,33,1019,9,8,24,0.0,3,0
24,7,32,1021,10,8,34,0.0,4,0
26,4,28,1020,18,6,39,0.0,1,1
26,-1,19,1018,31,6,34,0.0,6,0
26,1,19,1021,10,5,32,0.0,5,0
28,5,24,1024,10,6,37,0.0,3,0
27,9,33,1022,10,8,29,0.0,4,1
27,12,42,1018,10,11,48,0.0,4,1
26,12,49,1017,10,6,35,0.0,4,1
26,9,40,1019,10,6,24,0.0,2,0
26,9,41,1020,10,6,27,0.0,3,1
23,11,50,1021,10,8,24,0.0,2,0
24,11,47,1019,10,10,47,0.0,3,0
21,11,54,1016,10,6,27,0.0,5,0
20,10,57,1012,10,10,55,0.0,4,0
18,9,63,1010,10,14,40,0.0,5,1
14,6,56,1014,10,8,53,0.0,5,0
17,4,46,1017,10,10,27,0.0,5,0
17,3,40,1019,10,6,42,0.0,3,0
21,6,39,1019,10,6,29,0.0,2,0
20,5,38,1019,10,5,29,0.0,4,0
22,5,36,1016,10,8,47,0.0,5,0
20,9,50,1010,10,16,55,0.0,6,0
17,9,63,1012,10,14,45,0.0,4,1
16,7,60,1010,10,8,55,0.0,4,0
16,10,71,1012,10,13,64,0.0,4,0
18,7,50,1017,10,14,45,0.0,1,0
18,6,46,1020,10,6,35,0.0,5,0
19,6,43,1016,10,6,37,0.0,3,1
20,9,50,1013,10,8,42,0.0,3,0
18,9,57,1016,10,10,52,0.0,4,1
19,12,63,1016,10,11,48,0.0,5,0
19,10,57,1019,10,14,48,0.0,3,1
19,8,48,1016,10,10,60,0.0,2,0
19,7,48,1016,10,16,60,0.0,4,0
17,5,48,1021,10,21,52,0.0,3,0
13,3,51,1026,10,5,63,0.0,1,0
14,3,46,1024,10,6,45,0.0,2,0
19,8,48,1021,10,6,34,0.0,5,0
19,8,53,1019,10,5,32,0.0,3,0
19,6,46,1019,10,5,58,0.0,1,1
17,8,56,1018,10,6,26,0.0,6,1
17,11,62,1017,10,13,58,0.0,5,0
13,3,50,1022,10,10,37,0.0,2,1
14,3,50,1023,10,8,34,0.0,5,0
14,4,51,1022,10,5,37,0.0,1,0
14,6,58,1018,10,6,37,0.0,4,0
17,10,64,1014,10,13,58,0.0,4,0
13,12,91,1012,8,13,32,0.0,8,0
14,12,85,1007,10,13,71,0.0,6,0
14,11,81,1006,10,16,55,0.0,5,0
14,13,89,1007,8,13,50,0.0,7,0
14,11,83,1012,8,8,48,0.0,6,1
14,13,84,1010,9,11,61,0.0,6,0
16,13,86,1008,9,23,55,0.0,6,0
13,12,89,1013,10,10,29,0.0,4,1
17,13,81,1006,9,14,98,0.0,5,0
16,12,80,1010,10,14,58,0.0,5,0
17,11,74,1022,10,8,37,0.0,4,0
19,11,68,1028,10,8,48,0.0,1,0
20,11,67,1025,12,5,39,0.0,4,0
17,10,66,1017,10,5,26,0.0,1,0
17,11,73,1017,9,5,39,0.0,2,0
16,12,77,1019,10,5,21,0.0,5,1
14,11,85,1018,8,5,47,0.0,6,0
12,12,94,1018,6,6,42,0.0,7,0
12,11,97,1022,5,6,47,0.0,7,0
12,10,86,1026,10,10,39,0.0,6,0
12,9,80,1025,9,3,48,0.0,5,1
13,12,90,1021,9,6,53,0.0,6,0
14,12,87,1023,10,8,26,0.0,5,0
14,9,72,1029,10,5,40,0.0,3,0
13,8,74,1030,10,5,27,0.0,2,0
12,7,75,1030,10,5,42,0.0,3,0
11,7,76,1027,9,5,35,0.0,1,1
12,6,72,1023,10,3,34,0.0,6,0
10,4,73,1020,5,5,40,0.0,3,0
10,6,78,1016,9,6,37,0.0,5,0
12,10,89,1009,8,18,53,0.0,7,0
8,4,75,1017,10,13,42,0.0,2,1
10,8,87,1022,9,11,32,0.0,6,0
12,9,82,1026,10,8,40,0.0,4,0
12,8,78,1025,8,10,37,0.0,5,0
11,7,74,1021,10,14,61,0.0,4,0
14,8,67,1015,10,19,48,0.0,3,1
12,9,83,1011,10,16,52,0.0,6,0
13,10,81,1005,9,23,69,0.0,6,0
11,8,86,1009,9,24,50,0.0,6,0
8,7,90,1020,5,3,55,0.0,4,1
8,5,86,1024,7,3,40,0.0,3,0
8,6,87,1024,9,3,47,0.0,6,0
9,4,74,1029,9,8,42,0.0,4,1
8,4,82,1030,10,3,23,0.0,4,0
8,6,85,1028,9,3,40,0.0,5,0
9,7,88,1021,8,5,39,0.0,6,0
8,7,87,1023,8,8,35,0.0,6,1
13,10,82,1025,10,21,55,0.0,6,0
10,9,84,1018,9,18,53,0.0,5,0
9,2,63,1019,10,18,42,0.0,3,0
6,4,86,1020,9,10,39,0.0,7,0
9,3,67,1012,9,23,77,0.0,4,0
4,-1,67,1021,10,13,26,0.0,4,1
6,-1,67,1029,10,11,53,0.0,2,0
3,-2,74,1030,10,6,39,0.0,4,1
4,1,76,1026,10,5,37,0.0,6,0
7,1,73,1027,10,8,32,0.0,1,0
4,-1,76,1028,10,3,37,0.0,6,0
4,-2,71,1027,10,5,60,0.0,1,1
3,-1,79,1028,8,5,37,0.0,0,0
4,1,84,1029,6,5,21,0.0,3,1
6,-1,72,1024,5,5,39,0.0,4,1
2,-3,71,1021,10,5,42,0.0,5,0
3,-4,63,1025,10,8,39,0.0,4,1
3,-4,65,1029,8,6,42,0.0,3,0
2,-3,70,1029,10,10,39,0.0,5,0
4,-2,70,1029,10,13,42,0.0,3,0
4,-3,67,1030,10,6,35,0.0,1,0
3,-4,65,1029,10,5,42,0.0,1,0
4,-3,68,1030,9,5,61,0.0,2,1
6,-2,68,1031,18,5,19,0.0,1,0
3,-3,69,1029,9,5,48,0.0,1,1
3,-1,77,1030,10,5,24,0.0,3,0
6,3,81,1034,9,5,37,0.0,5,0
7,6,88,1040,6,3,35,0.0,7,0
7,6,91,1038,4,2,34,0.0,6,0
7,4,82,1039,5,3,24,0.0,5,0
6,0,77,1036,6,5,58,0.0,4,0
7,1,77,1031,8,5,23,0.0,1,1
6,2,80,1031,5,3,52,0.0,2,0
4,2,83,1030,6,3,48,0.0,0,0
3,2,90,1028,5,6,37,0.0,3,1
6,4,90,1028,6,6,27,0.0,7,1
4,4,88,1026,7,6,39,0.0,6,1
3,2,94,1028,4,6,45,0.0,6,1
6,1,82,1034,3,6,40,0.0,4,1
7,1,70,1034,10,5,45,0.0,5,1
8,2,78,1030,10,3,34,0.0,1,1
9,2,72,1028,10,5,42,0.0,4,0
6,2,77,1026,6,5,45,0.0,6,0
8,5,86,1026,4,5,35,0.0,5,0
6,4,85,1031,5,8,37,0.0,6,0
7,4,86,1035,5,5,37,0.0,7,1
10,6,85,1034,4,3,93,0.0,8,0
8,4,86,1028,6,3,23,0.0,1,1
8,3,83,1022,5,5,52,0.0,3,0
4,2,83,1010,7,13,50,0.0,5,1
4,-3,59,1012,10,13,42,0.0,3,0
2,-6,57,1014,10,8,32,0.0,1,0
2,-4,62,1007,10,18,53,0.0,4,1
2,-9,45,1014,10,27,64,0.0,5,0
3,-15,28,1025,10,13,45,0.0,4,1
0,-7,56,1028,10,6,24,0.0,6,0
6,2,74,1020,10,10,27,0.0,7,0
6,4,85,1019,6,6,35,0.0,4,1
3,0,82,1023,7,5,23,0.0,3,0
3,-1,75,1026,8,3,53,0.0,4,0
4,1,79,1025,10,6,37,0.0,5,1
7,4,86,1023,9,6,60,0.0,6,0
7,4,84,1023,8,5,58,0.0,5,1
8,6,88,1020,9,3,48,0.0,6,0
8,5,84,1012,6,3,64,0.0,6,1
8,3,73,1009,10,16,52,0.0,4,0
8,7,91,1007,7,10,29,0.0,6,0
9,2,64,1013,10,23,80,0.0,3,0
12,5,66,1019,10,24,58,0.0,3,0
12,9,84,1021,10,23,55,0.0,5,0
12,4,63,1018,10,27,63,0.0,3,0
7,4,83,1021,8,6,37,0.0,5,0
10,6,70,1018,9,16,58,0.0,4,0
7,1,70,1023,10,5,35,0.0,2,1
11,2,64,1011,9,13,69,0.0,5,1
9,3,69,1013,10,18,47,0.0,3,0
9,2,61,1016,10,18,26,0.0,3,1
7,2,71,1015,10,10,61,0.0,4,1
7,4,82,1010,10,6,34,0.0,7,0
7,2,74,1015,7,8,42,0.0,2,1
8,4,77,1016,10,11,50,0.0,4,0
10,7,80,1017,10,19,60,0.0,4,0
9,5,72,1021,10,14,58,0.0,4,0
10,4,71,1020,10,16,58,0.0,4,0
7,0,62,1025,10,5,27,0.0,1,1
9,3,66,1027,10,6,35,0.0,1,1
11,7,80,1022,10,8,39,0.0,3,0
9,5,69,1021,10,14,50,0.0,1,0
11,6,76,1023,9,13,48,0.0,4,0
12,8,81,1024,10,8,45,0.0,4,0
11,4,70,1020,6,11,60,0.0,2,0
8,-1,51,1025,10,10,34,0.0,3,1
8,3,71,1022,9,10,61,0.0,7,0
11,4,69,1016,10,27,93,0.0,6,0
8,-2,52,1026,10,34,82,0.0,2,1
8,2,64,1031,10,8,29,0.0,5,0
11,-6,37,1033,10,13,60,0.0,1,0
10,-8,27,1028,10,6,27,0.0,1,0
7,-2,54,1023,27,5,27,0.0,3,0
9,1,60,1026,10,5,26,0.0,1,0
9,0,52,1027,10,6,50,0.0,7,0
10,0,54,1025,10,6,34,0.0,1,0
10,2,58,1024,10,5,35,0.0,4,0
12,1,50,1027,10,10,27,0.0,3,0
10,1,54,1022,10,5,24,0.0,1,0
9,-2,43,1011,10,26,76,0.0,2,0
4,-4,61,1012,10,26,53,0.0,3,1
4,-5,54,1013,10,19,66,0.0,2,0
5,-7,46,1019,10,18,39,0.0,3,0
7,-1,55,1016,10,5,32,0.0,4,0
8,-1,56,1013,10,6,35,0.0,1,1
7,-1,55,1010,10,8,26,0.0,3,0
8,1,59,1010,10,6,48,0.0,4,0
9,6,83,1011,9,10,37,0.0,5,0
7,2,71,1012,9,6,42,0.0,5,1
9,2,61,1017,10,14,50,0.0,3,0
8,1,58,1017,10,8,47,0.0,5,0
9,4,71,1011,10,16,50,0.0,5,1
8,3,73,1009,10,8,45,0.0,6,1
7,4,78,1012,9,6,37,0.0,6,0
7,2,74,1014,7,6,35,0.0,2,1
8,2,73,1011,9,10,47,0.0,5,0
4,-3,58,1012,10,13,37,0.0,5,1
10,4,76,1015,10,16,48,0.0,6,1
8,4,81,1017,9,8,29,0.0,5,0
9,4,76,1019,10,6,37,0.0,5,1
10,6,76,1017,10,8,47,0.0,4,0
13,8,75,1018,10,3,55,0.0,5,1
13,7,72,1017,10,5,23,0.0,4,1
12,8,79,1014,10,6,50,0.0,6,1
13,8,76,1014,10,6,40,0.0,4,0
12,7,71,1019,10,6,29,0.0,3,0
13,7,67,1020,10,6,29,0.0,3,0
14,7,67,1020,10,8,37,0.0,3,0
14,8,73,1019,10,6,39,0.0,4,1
13,7,65,1017,10,5,26,0.0,2,0
16,5,53,1016,10,5,52,0.0,2,1
16,7,61,1015,10,6,26,0.0,4,0
14,7,58,1017,10,6,34,0.0,2,1
14,6,57,1020,10,8,37,0.0,1,0
16,7,56,1023,10,3,47,0.0,1,1
17,5,49,1020,10,6,34,0.0,1,1
13,9,76,1014,9,6,64,0.0,6,0
11,9,86,1013,9,6,34,0.0,5,0
13,8,79,1016,10,6,50,0.0,5,1
12,7,77,1017,10,6,35,0.0,5,1
13,8,74,1016,10,5,24,0.0,4,0
12,7,73,1012,10,11,47,0.0,5,0
10,1,55,1011,10,16,45,0.0,4,0
10,7,82,1008,10,13,37,0.0,5,0
12,7,77,1008,10,6,29,0.0,6,0
13,5,64,1011,10,10,40,0.0,3,0
12,3,57,1017,10,14,72,0.0,2,0
14,3,49,1022,10,16,32,0.0,1,0
16,4,48,1026,10,8,35,0.0,1,0
17,4,45,1028,10,5,45,0.0,1,0
18,5,45,1027,10,6,42,0.0,1,1
18,7,48,1022,10,10,60,0.0,1,0
17,3,41,1019,11,11,50,0.0,5,0
16,6,50,1017,10,8,37,0.0,5,1
17,6,48,1014,10,18,61,0.0,3,0
13,1,43,1019,10,19,39,0.0,2,0
13,2,49,1024,10,6,53,0.0,1,0
17,3,42,1023,4,6,52,0.0,5,1
18,8,51,1023,10,10,45,0.0,1,1
22,11,49,1017,10,10,39,0.0,3,0
23,11,50,1011,10,8,34,0.0,3,0
19,11,67,1009,10,10,80,0.0,5,1
17,11,70,1011,10,8,35,0.0,5,0
18,12,69,1013,10,10,39,0.0,6,1
16,13,84,1015,10,10,58,0.0,6,0
13,11,88,1013,9,8,34,0.0,5,1
11,10,91,1012,8,5,39,0.0,6,1
13,10,82,1010,8,6,66,0.0,5,1
16,8,65,1011,10,11,52,0.0,4,1
13,2,48,1015,10,14,37,0.0,2,0
14,5,52,1017,10,8,35,0.0,1,0
17,8,56,1015,10,13,52,0.0,2,0
17,6,48,1016,10,21,34,0.0,4,0
16,4,48,1021,10,11,39,0.0,2,1
17,7,49,1023,10,14,55,0.0,3,1
19,7,49,1019,10,8,40,0.0,6,0
20,7,47,1017,10,11,37,0.0,2,0
17,7,51,1014,10,13,40,0.0,2,1
18,7,48,1012,10,6,26,0.0,1,0
20,8,47,1013,10,6,34,0.0,1,0
22,11,50,1017,10,6,39,0.0,4,0
23,12,52,1016,10,8,48,0.0,6,0
19,11,61,1017,9,11,47,0.0,5,1
18,8,52,1017,10,8,35,0.0,2,0
20,9,50,1014,10,8,47,0.0,2,1
19,8,47,1011,10,14,53,0.0,3,0
18,11,64,1011,10,19,63,0.0,6,0
19,11,65,1014,10,18,63,0.0,4,0
18,15,84,1014,10,14,47,0.0,6,0
18,14,80,1013,10,13,45,0.0,6,0
19,13,68,1013,10,5,29,0.0,2,0
19,10,58,1013,10,10,55,0.0,4,1
17,9,61,1017,10,13,48,0.0,4,0
17,6,51,1019,10,6,39,0.0,3,0
17,4,45,1019,10,5,48,0.0,1,1
21,6,41,1017,10,8,26,0.0,1,1
23,10,46,1015,10,10,52,0.0,1,1
22,8,40,1015,10,14,47,0.0,2,1
20,6,40,1016,10,11,42,0.0,1,0
20,5,38,1015,10,10,26,0.0,1,1
22,7,40,1016,10,10,42,0.0,2,1
22,3,31,1018,9,10,53,0.0,1,0
23,4,30,1017,10,10,52,0.0,1,0
21,7,37,1014,10,11,60,0.0,2,0
21,6,39,1016,8,8,32,0.0,2,1
22,9,42,1017,10,13,42,0.0,3,1
24,9,43,1019,10,18,40,0.0,2,1
22,1,29,1023,10,14,37,0.0,5,1
24,6,31,1020,10,8,42,0.0,1,0
27,8,31,1017,10,8,29,0.0,4,1
26,8,37,1017,10,10,60,0.0,3,1
21,6,40,1020,10,13,48,0.0,1,1
20,4,36,1023,10,11,39,0.0,5,1
22,7,37,1021,10,5,32,0.0,1,0
24,8,35,1020,10,10,34,0.0,2,0
26,8,34,1017,10,8,42,0.0,1,1
27,7,30,1016,10,11,48,0.0,1,0
26,7,33,1015,10,14,48,0.0,4,0
23,7,37,1016,10,16,53,0.0,4,0
23,8,40,1018,10,10,52,0.0,3,1
23,4,30,1017,10,11,45,0.0,1,0
21,2,27,1016,10,14,60,0.0,1,0
21,3,32,1016,10,10,32,0.0,1,0
21,4,32,1015,10,10,48,0.0,1,1
22,4,34,1015,10,11,53,0.0,4,1
22,8,40,1011,10,18,71,0.0,1,0
22,4,32,1016,10,10,34,0.0,3,0
23,4,32,1017,9,6,42,0.0,5,0
25,3,25,1017,10,8,47,0.0,3,0
26,3,23,1018,7,6,42,0.0,1,0
28,5,23,1020,10,6,74,0.0,1,1
28,9,30,1020,10,14,39,0.0,2,0
28,3,22,1017,10,11,34,0.0,1,0
27,4,25,1015,10,11,53,0.0,1,0
29,2,19,1013,10,13,53,0.0,1,1
24,4,27,1015,10,8,40,0.0,1,0
27,7,31,1019,9,11,40,0.0,4,0
28,6,28,1020,13,5,37,0.0,1,0
28,8,31,1016,10,10,61,0.0,4,1
24,13,54,1013,10,14,42,0.0,4,1
23,11,49,1013,10,10,45,0.0,2,1
21,5,39,1016,10,16,45,0.0,2,0
22,3,31,1016,30,10,32,0.0,3,1
23,3,28,1015,10,10,27,0.0,3,0
22,1,23,1013,10,8,61,0.0,1,0
22,3,28,1012,10,8,39,0.0,2,0
23,7,38,1014,10,10,42,0.0,1,1
23,6,31,1016,25,13,52,0.0,1,0
23,7,35,1014,10,13,61,0.0,1,0
22,7,39,1017,10,10,47,0.0,1,0
22,8,43,1020,10,16,48,0.0,3,1
24,6,32,1017,10,8,35,0.0,3,1
22,2,27,1015,31,8,45,0.0,3,0
20,4,37,1015,14,14,29,0.0,1,0
19,3,35,1012,10,18,45,0.0,2,1
16,4,44,1015,10,13,61,0.0,4,0
18,7,47,1017,10,11,29,0.0,4,0
20,10,58,1019,10,13,32,0.0,5,0
22,13,66,1019,10,11,64,0.0,6,0
26,12,49,1020,10,21,61,0.0,3,0
27,8,35,1019,10,13,40,0.0,4,0
27,9,33,1015,10,6,48,0.0,1,0
23,7,35,1012,10,13,52,0.0,1,1
21,6,41,1017,10,13,58,0.0,1,1
19,2,34,1021,10,14,39,0.0,2,1
21,6,37,1020,10,8,42,0.0,1,0
23,6,35,1019,16,6,27,0.0,1,1
24,6,31,1017,10,6,29,0.0,1,1
22,4,32,1019,10,11,48,0.0,4,0
22,2,29,1020,5,11,37,0.0,4,0
22,7,38,1021,10,6,24,0.0,3,0
23,2,25,1020,29,10,37,0.0,6,0
22,5,34,1018,10,8,35,0.0,1,0
22,7,37,1017,10,5,26,0.0,6,0
23,7,37,1017,10,10,24,0.0,5,0
22,7,40,1018,10,5,26,0.0,2,1
21,7,42,1017,9,6,26,0.0,6,1
21,12,57,1018,10,6,27,0.0,4,0
19,13,65,1020,10,6,55,0.0,3,1
20,11,59,1022,10,5,39,0.0,2,1
20,11,53,1020,10,6,37,0.0,2,1
20,10,53,1017,10,8,58,0.0,2,0
20,8,49,1018,10,8,26,0.0,2,1
20,7,46,1021,10,13,29,0.0,4,0
20,9,51,1022,10,8,64,0.0,2,1
20,13,64,1021,10,6,40,0.0,4,1
19,12,67,1021,10,6,29,0.0,3,0
20,12,62,1022,10,8,35,0.0,4,0
20,9,54,1021,10,6,39,0.0,2,1
19,7,48,1018,10,6,27,0.0,1,0
16,2,44,1019,10,16,37,0.0,1,1
13,1,44,1015,10,10,55,0.0,1,1
13,-1,42,1014,10,8,60,0.0,4,0
14,7,54,1016,10,10,52,0.0,5,0
17,9,65,1020,10,6,47,0.0,4,0
18,12,71,1021,10,8,48,0.0,6,0
17,13,76,1019,10,6,35,0.0,5,1
17,13,87,1014,8,10,35,0.0,5,1
16,11,80,1018,9,3,45,0.0,4,1
16,12,79,1019,9,3,40,0.0,3,1
16,10,69,1020,10,5,29,0.0,1,1
17,10,68,1021,10,3,32,0.0,5,0
18,9,63,1023,10,5,52,0.0,3,1
17,6,53,1026,10,13,32,0.0,1,0
14,7,61,1023,10,8,34,0.0,1,0
14,4,51,1020,10,18,35,0.0,2,1
16,5,54,1020,10,10,50,0.0,1,0
13,5,60,1020,10,6,24,0.0,2,1
13,6,62,1019,10,6,34,0.0,1,0
13,7,63,1020,10,6,27,0.0,1,0
16,8,65,1020,10,5,34,0.0,2,0
16,7,61,1021,10,5,53,0.0,2,0
14,6,57,1023,10,8,55,0.0,1,0
14,6,61,1024,9,5,32,0.0,6,0
14,3,53,1022,10,5,29,0.0,4,0
12,0,46,1022,10,6,47,0.0,4,1
12,2,56,1019,10,5,42,0.0,3,0
13,7,66,1016,10,3,58,0.0,5,0
13,10,85,1012,9,3,60,0.0,6,0
11,2,58,1013,10,8,47,0.0,4,1
9,2,61,1017,10,6,27,0.0,1,0
9,1,58,1023,10,10,27,0.0,2,0
12,3,58,1024,10,6,26,0.0,1,0
12,3,60,1020,10,8,45,0.0,4,1
11,2,54,1021,10,19,52,0.0,2,0
12,-1,48,1021,10,14,42,0.0,2,0
10,-2,47,1025,9,8,24,0.0,1,0
10,-2,50,1025,10,6,26,0.0,4,0
10,1,58,1024,23,5,53,0.0,5,0
10,1,59,1021,10,5,35,0.0,1,0
11,1,59,1023,10,5,26,0.0,6,1
11,-2,49,1027,10,5,61,0.0,5,0
10,-2,48,1028,12,6,55,0.0,5,0
9,0,60,1025,9,5,48,0.0,0,1
9,-1,57,1024,10,6,45,0.0,5,0
9,-4,47,1027,7,6,26,0.0,1,1
8,-7,45,1025,10,6,24,0.0,1,1
9,-6,41,1020,10,5,23,0.0,3,0
11,-5,38,1019,10,3,40,0.0,3,0
7,-2,55,1017,10,11,55,0.0,1,0
9,-1,52,1017,10,21,52,0.0,2,0
3,-12,44,1020,28,6,40,0.0,2,0
2,-14,36,1021,23,5,37,0.0,2,0
2,-12,40,1015,10,5,37,0.0,6,0
0,-5,68,1009,10,6,39,0.0,7,0
8,9,93,1003,7,14,52,0.0,6,0
7,4,83,1010,10,11,47,0.0,4,0
6,2,83,1009,9,6,37,0.0,3,1
6,1,73,1014,10,6,47,0.0,2,0
5,-1,66,1019,10,10,60,0.0,1,0
6,-4,55,1022,10,11,21,0.0,4,1
8,1,65,1021,13,8,39,0.0,5,0
7,-1,62,1020,9,8,40,0.0,3,1
4,-1,68,1018,10,8,48,0.0,6,0
3,-1,77,1017,8,5,42,0.0,3,0
4,-1,76,1019,9,5,66,0.0,5,0
3,1,83,1021,6,5,34,0.0,6,0
6,3,86,1025,6,5,26,0.0,2,1
7,3,87,1024,4,5,53,0.0,4,1
8,3,79,1026,4,5,61,0.0,1,1
6,2,84,1028,6,5,40,0.0,1,0
7,3,86,1030,5,3,35,0.0,0,1
3,2,95,1027,2,3,63,0.0,4,1
3,3,98,1025,2,5,29,0.0,6,1
9,4,74,1020,7,14,52,0.0,3,1
6,-1,62,1023,10,11,24,0.0,1,0
6,-3,61,1028,6,6,63,0.0,5,0
3,-6,62,1027,9,3,48,0.0,1,1
3,-7,59,1028,10,5,26,0.0,3,1
1,-6,67,1027,10,5,63,0.0,5,1
0,-6,74,1020,8,5,32,0.0,0,0
1,-6,69,1023,10,8,27,0.0,2,1
0,-5,74,1019,10,5,24,0.0,3,0
2,1,89,1020,9,3,39,0.0,7,1
4,2,81,1026,10,8,55,0.0,6,1
7,4,85,1021,9,10,53,0.0,6,0
8,5,81,1017,10,11,39,0.0,5,0
8,6,86,1020,10,8,60,0.0,6,0
9,4,74,1023,10,10,34,0.0,4,0
6,2,85,1026,10,5,45,0.0,2,0
4,1,85,1026,10,5,47,0.0,5,0
8,3,73,1026,10,8,40,0.0,6,0
6,1,75,1031,10,8,52,0.0,3,0
4,0,82,1030,10,5,66,0.0,3,0
3,0,82,1030,7,5,32,0.0,4,0
6,1,79,1028,5,3,48,0.0,2,1
3,-1,78,1025,8,5,35,0.0,2,0
1,-2,82,1022,10,5,34,0.0,4,0
6,3,89,1012,6,6,35,0.0,5,0
8,5,85,999,9,18,60,0.0,4,0
7,3,80,1009,10,5,80,0.0,3,0
8,5,86,1021,10,5,27,0.0,5,1
11,9,88,1027,9,6,35,0.0,6,1
10,7,83,1027,10,6,27,0.0,6,0
8,6,88,1023,8,5,42,0.0,6,1
9,7,88,1022,4,5,60,0.0,5,0
10,8,89,1022,6,6,34,0.0,6,0
8,5,83,1015,8,14,55,0.0,5,0
6,-1,68,1022,10,11,24,0.0,1,1
3,0,81,1017,10,5,37,0.0,4,0
7,4,84,1015,8,8,40,0.0,4,0
5,4,91,1018,7,10,58,0.0,5,1
11,3,64,1015,10,29,72,0.0,3,0
7,3,67,1025,10,14,47,0.0,5,0
9,6,92,1031,3,6,35,0.0,7,1
9,5,82,1031,9,5,45,0.0,0,1
9,4,81,1030,9,5,52,0.0,0,0
8,4,82,1030,8,5,29,0.0,0,1
9,2,70,1030,8,5,26,0.0,0,0
9,2,67,1028,8,3,24,0.0,5,0
8,3,76,1029,10,6,37,0.0,1,1
7,3,77,1034,10,10,66,0.0,5,1
7,1,75,1034,7,6,60,0.0,1,0
7,1,70,1035,6,5,26,0.0,4,0
8,-2,63,1030,8,5,27,0.0,4,0
7,-1,62,1027,10,6,35,0.0,3,0
6,-1,66,1029,10,6,29,0.0,5,0
6,-2,62,1027,10,8,52,0.0,1,0
3,-1,73,1019,9,5,37,0.0,6,0
6,2,78,1017,9,5,34,0.0,4,1
7,5,86,1013,9,10,52,0.0,6,0
9,4,75,1017,10,14,47,0.0,5,0
6,2,86,1027,8,5,40,0.0,3,1
8,3,80,1032,6,6,50,0.0,5,1
9,4,74,1031,8,6,42,0.0,3,1
9,2,69,1029,10,6,61,0.0,1,1
8,-1,60,1028,31,6,32,0.0,2,0
7,-2,60,1027,31,6,32,0.0,1,0
7,-3,58,1024,6,6,26,0.0,3,0
6,-1,66,1025,10,6,45,0.0,5,1
4,-1,65,1026,10,6,64,0.0,5,0
8,2,65,1024,10,6,60,0.0,7,1
10,5,73,1025,10,6,26,0.0,6,0
8,3,73,1028,10,6,27,0.0,3,0
6,2,76,1030,10,10,39,0.0,6,0
7,6,90,1025,9,6,40,0.0,6,0
10,9,92,1018,10,5,39,0.0,7,0
11,8,87,1021,9,3,58,0.0,5,1
11,7,79,1027,10,3,37,0.0,4,0
11,5,70,1029,10,5,29,0.0,2,1
9,3,65,1027,10,8,37,0.0,4,0
9,7,85,1023,9,6,42,0.0,6,0
11,8,85,1023,8,3,35,0.0,5,1
9,7,84,1023,6,5,32,0.0,2,1
11,7,76,1022,9,6,35,0.0,4,1
12,8,82,1022,10,5,32,0.0,4,0
12,7,72,1027,10,5,35,0.0,4,0
11,5,71,1026,9,6,53,0.0,3,1
12,5,66,1022,10,5,32,0.0,1,0
12,5,67,1020,10,8,26,0.0,1,0
7,-2,49,1024,10,16,64,0.0,3,1
6,-6,46,1025,10,23,72,0.0,1,1
7,-6,45,1023,10,23,39,0.0,6,0
8,-6,44,1017,10,8,42,0.0,3,1
9,-2,48,1015,14,5,40,0.0,4,0
8,-2,54,1012,10,11,48,0.0,2,1
9,2,65,1010,10,18,69,0.0,5,0
14,5,54,1017,10,19,58,0.0,2,0
12,6,64,1022,10,8,26,0.0,5,0
12,3,57,1021,10,6,48,0.0,4,1
13,4,58,1017,10,6,32,0.0,6,0
14,5,55,1014,10,14,55,0.0,1,0
11,1,48,1019,10,13,35,0.0,2,0
11,2,54,1013,10,10,48,0.0,4,0
10,1,55,1011,10,14,35,0.0,4,0
8,-2,54,1011,10,6,47,0.0,2,0
8,-7,39,1016,10,16,52,0.0,2,1
8,-6,37,1012,12,8,42,0.0,5,1
9,1,57,999,10,21,60,0.0,4,0
4,-4,56,1007,10,14,53,0.0,3,0
10,-1,48,1014,10,23,53,0.0,2,1
10,1,56,1016,10,8,35,0.0,4,0
11,1,49,1013,10,26,71,0.0,3,1
12,4,59,1012,10,29,60,0.0,5,0
13,4,54,1017,10,13,23,0.0,2,0
13,4,55,1019,10,8,34,0.0,4,0
11,4,63,1016,10,14,63,0.0,3,0
8,-2,52,1023,10,6,35,0.0,1,0
12,2,51,1027,10,10,48,0.0,2,0
14,4,53,1027,10,8,27,0.0,1,0
16,-3,32,1022,10,10,29,0.0,2,1
15,-4,26,1019,19,8,42,0.0,5,0
14,1,42,1015,10,8,27,0.0,1,0
14,-1,37,1006,10,8,35,0.0,2,0
14,7,64,1001,9,18,63,0.0,5,1
12,7,81,1002,9,23,60,0.0,6,0
14,11,81,999,9,23,61,0.0,6,1
13,8,75,997,10,19,76,0.0,4,0
9,3,66,1005,10,24,55,0.0,5,0
8,-1,57,1017,10,6,24,0.0,2,0
10,3,62,1020,10,14,58,0.0,2,1
10,1,54,1022,10,11,34,0.0,2,0
11,1,51,1020,10,6,47,0.0,5,0
14,4,56,1013,10,10,63,0.0,4,0
11,6,72,1004,10,23,64,0.0,4,0
10,6,79,996,9,26,82,0.0,5,1
10,7,83,1000,10,19,84,0.0,5,0
11,5,74,1000,10,19,82,0.0,6,0
